"";"rules";"support";"confidence";"lift"
"20";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {execperson_name=Врач-терапевт}";0.453310696095076;0.951871657754011;0.981878119819811
"21";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbspeciality_name=Терапевт}";0.453310696095076;0.951871657754011;0.981019083844466
"22";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbeventtypepurpose_name=Дневной стационар}";0.476230899830221;1;1.00084961767205
"23";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.476230899830221;1;1.00084961767205
"24";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbfinance_name=ОМС}";0.476230899830221;1;1
"25";"{rbmedicalaidtype_name=Дневной стационар взрослый} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.426146010186757;0.825657894736842;0.992474489795918
"26";"{rbmedicalaidtype_name=Дневной стационар взрослый} => {execperson_name=Врач-терапевт}";0.516129032258065;1;1.03152364273205
"27";"{rbmedicalaidtype_name=Дневной стационар взрослый} => {rbspeciality_name=Терапевт}";0.516129032258065;1;1.03062117235346
"28";"{rbmedicalaidtype_name=Дневной стационар взрослый} => {rbeventtypepurpose_name=Дневной стационар}";0.516129032258065;1;1.00084961767205
"29";"{rbmedicalaidtype_name=Дневной стационар взрослый} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.516129032258065;1;1.00084961767205
"30";"{rbmedicalaidtype_name=Дневной стационар взрослый} => {rbfinance_name=ОМС}";0.516129032258065;1;1
"31";"{client_age=60-100} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.49151103565365;0.833093525179856;1.00141242108354
"32";"{client_age=60-100} => {execperson_name=Врач-терапевт}";0.582342954159593;0.98705035971223;1.01816578261034
"33";"{client_age=60-100} => {rbspeciality_name=Терапевт}";0.583191850594228;0.988489208633094;1.01875790706018
"34";"{client_age=60-100} => {rbeventtypepurpose_name=Дневной стационар}";0.589134125636672;0.998561151079137;0.999409546279714
"35";"{client_age=60-100} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.589134125636672;0.998561151079137;0.999409546279714
"36";"{client_age=60-100} => {rbfinance_name=ОМС}";0.589983022071307;1;1
"37";"{client_sex=Female} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.535653650254669;0.836870026525199;1.00595192984356
"38";"{client_sex=Female} => {execperson_name=Врач-терапевт}";0.618845500848896;0.96684350132626;0.997321930439872
"39";"{client_sex=Female} => {rbspeciality_name=Терапевт}";0.619694397283531;0.96816976127321;0.997816254400561
"40";"{client_sex=Female} => {rbeventtypepurpose_name=Дневной стационар}";0.639219015280136;0.99867374005305;0.999522230911209
"41";"{client_sex=Female} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.639219015280136;0.99867374005305;0.999522230911209
"42";"{client_sex=Female} => {rbfinance_name=ОМС}";0.640067911714771;1;1
"43";"{rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.810696095076401;0.974489795918367;1.00520926409093
"44";"{execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.810696095076401;0.836252189141856;1.00520926409093
"45";"{rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.811544991511036;0.975510204081633;1.00538147017337
"46";"{rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.811544991511036;0.836395450568679;1.00538147017337
"47";"{rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.83106960950764;0.998979591836735;0.999828342551974
"48";"{rbeventtypepurpose_name=Дневной стационар} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.83106960950764;0.831775700934579;0.999828342551974
"49";"{rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.83106960950764;0.998979591836735;0.999828342551974
"50";"{rbmedicalaidkind_name=специализированная медицинская помощь} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.83106960950764;0.831775700934579;0.999828342551974
"51";"{rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.831918505942275;1;1
"52";"{rbfinance_name=ОМС} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.831918505942275;0.831918505942275;1
"53";"{execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.969439728353141;1;1.03062117235346
"54";"{rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.969439728353141;0.99912510936133;1.03062117235346
"55";"{execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.969439728353141;1;1.00084961767205
"56";"{rbeventtypepurpose_name=Дневной стационар} => {execperson_name=Врач-терапевт}";0.969439728353141;0.970263381478335;1.00084961767205
"57";"{execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.969439728353141;1;1.00084961767205
"58";"{rbmedicalaidkind_name=специализированная медицинская помощь} => {execperson_name=Врач-терапевт}";0.969439728353141;0.970263381478335;1.00084961767205
"59";"{execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.969439728353141;1;1
"60";"{rbfinance_name=ОМС} => {execperson_name=Врач-терапевт}";0.969439728353141;0.969439728353141;1
"61";"{rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.969439728353141;0.99912510936133;0.99997398371083
"62";"{rbeventtypepurpose_name=Дневной стационар} => {rbspeciality_name=Терапевт}";0.969439728353141;0.970263381478335;0.99997398371083
"63";"{rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.969439728353141;0.99912510936133;0.99997398371083
"64";"{rbmedicalaidkind_name=специализированная медицинская помощь} => {rbspeciality_name=Терапевт}";0.969439728353141;0.970263381478335;0.99997398371083
"65";"{rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.970288624787776;1;1
"66";"{rbfinance_name=ОМС} => {rbspeciality_name=Терапевт}";0.970288624787776;0.970288624787776;1
"67";"{rbeventtypepurpose_name=Дневной стационар} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.999151103565365;1;1.00084961767205
"68";"{rbmedicalaidkind_name=специализированная медицинская помощь} => {rbeventtypepurpose_name=Дневной стационар}";0.999151103565365;1;1.00084961767205
"69";"{rbeventtypepurpose_name=Дневной стационар} => {rbfinance_name=ОМС}";0.999151103565365;1;1
"70";"{rbfinance_name=ОМС} => {rbeventtypepurpose_name=Дневной стационар}";0.999151103565365;0.999151103565365;1
"71";"{rbmedicalaidkind_name=специализированная медицинская помощь} => {rbfinance_name=ОМС}";0.999151103565365;1;1
"72";"{rbfinance_name=ОМС} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.999151103565365;0.999151103565365;1
"73";"{client_sex=Male,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.289473684210526;0.977077363896848;1.0078784016379
"74";"{client_sex=Male,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.289473684210526;0.825665859564165;0.992484063843455
"75";"{client_sex=Male,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.289473684210526;0.977077363896848;1.00699661825939
"76";"{client_sex=Male,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.289473684210526;0.825665859564165;0.992484063843455
"77";"{client_sex=Male,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.296264855687606;1;1.00084961767205
"78";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.296264855687606;0.82311320754717;0.989415671929149
"79";"{client_sex=Male,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.296264855687606;1;1.00084961767205
"80";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.296264855687606;0.82311320754717;0.989415671929149
"81";"{client_sex=Male,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.296264855687606;1;1
"82";"{rbfinance_name=ОМС,client_sex=Male} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.296264855687606;0.82311320754717;0.989415671929149
"83";"{client_sex=Male,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.350594227504244;1;1.03062117235346
"84";"{client_sex=Male,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.350594227504244;1;1.03152364273205
"85";"{client_sex=Male,execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.350594227504244;1;1.00084961767205
"86";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male} => {execperson_name=Врач-терапевт}";0.350594227504244;0.974056603773585;1.00476241615174
"87";"{client_sex=Male,execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.350594227504244;1;1.00084961767205
"88";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male} => {execperson_name=Врач-терапевт}";0.350594227504244;0.974056603773585;1.00476241615174
"89";"{client_sex=Male,execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.350594227504244;1;1
"90";"{rbfinance_name=ОМС,client_sex=Male} => {execperson_name=Врач-терапевт}";0.350594227504244;0.974056603773585;1.00476241615174
"91";"{client_sex=Male,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.350594227504244;1;1.00084961767205
"92";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male} => {rbspeciality_name=Терапевт}";0.350594227504244;0.974056603773585;1.00388335891976
"93";"{client_sex=Male,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.350594227504244;1;1.00084961767205
"94";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male} => {rbspeciality_name=Терапевт}";0.350594227504244;0.974056603773585;1.00388335891976
"95";"{client_sex=Male,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.350594227504244;1;1
"96";"{rbfinance_name=ОМС,client_sex=Male} => {rbspeciality_name=Терапевт}";0.350594227504244;0.974056603773585;1.00388335891976
"97";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.359932088285229;1;1.00084961767205
"98";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male} => {rbeventtypepurpose_name=Дневной стационар}";0.359932088285229;1;1.00084961767205
"99";"{rbeventtypepurpose_name=Дневной стационар,client_sex=Male} => {rbfinance_name=ОМС}";0.359932088285229;1;1
"100";"{rbfinance_name=ОМС,client_sex=Male} => {rbeventtypepurpose_name=Дневной стационар}";0.359932088285229;1;1.00084961767205
"101";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_sex=Male} => {rbfinance_name=ОМС}";0.359932088285229;1;1
"102";"{rbfinance_name=ОМС,client_sex=Male} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.359932088285229;1;1.00084961767205
"103";"{client_age=18-60,client_sex=Female} => {rbeventtypepurpose_name=Дневной стационар}";0.254668930390492;1;1.00084961767205
"104";"{client_age=18-60,client_sex=Female} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.254668930390492;1;1.00084961767205
"105";"{client_age=18-60,client_sex=Female} => {rbfinance_name=ОМС}";0.254668930390492;1;1
"106";"{client_age=18-60,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.32427843803056;0.955;0.985105078809107
"107";"{client_age=18-60,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.32427843803056;0.837719298245614;1.00697278911565
"108";"{client_age=18-60,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.32427843803056;0.955;0.98424321959755
"109";"{client_age=18-60,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.32427843803056;0.837719298245614;1.00697278911565
"110";"{client_age=18-60,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.33955857385399;1;1.00084961767205
"111";"{rbeventtypepurpose_name=Дневной стационар,client_age=18-60} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.33955857385399;0.836820083682008;1.00589189650756
"112";"{client_age=18-60,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.33955857385399;1;1.00084961767205
"113";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=18-60} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.33955857385399;0.836820083682008;1.00589189650756
"114";"{client_age=18-60,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.33955857385399;1;1
"115";"{rbfinance_name=ОМС,client_age=18-60} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.33955857385399;0.836820083682008;1.00589189650756
"116";"{client_age=18-60,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.387096774193548;1;1.03062117235346
"117";"{client_age=18-60,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.387096774193548;1;1.03152364273205
"118";"{client_age=18-60,execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.387096774193548;1;1.00084961767205
"119";"{rbeventtypepurpose_name=Дневной стационар,client_age=18-60} => {execperson_name=Врач-терапевт}";0.387096774193548;0.95397489539749;0.984047659175344
"120";"{client_age=18-60,execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.387096774193548;1;1.00084961767205
"121";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=18-60} => {execperson_name=Врач-терапевт}";0.387096774193548;0.95397489539749;0.984047659175344
"122";"{client_age=18-60,execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.387096774193548;1;1
"123";"{rbfinance_name=ОМС,client_age=18-60} => {execperson_name=Врач-терапевт}";0.387096774193548;0.95397489539749;0.984047659175344
"124";"{client_age=18-60,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.387096774193548;1;1.00084961767205
"125";"{rbeventtypepurpose_name=Дневной стационар,client_age=18-60} => {rbspeciality_name=Терапевт}";0.387096774193548;0.95397489539749;0.983186725090326
"126";"{client_age=18-60,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.387096774193548;1;1.00084961767205
"127";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=18-60} => {rbspeciality_name=Терапевт}";0.387096774193548;0.95397489539749;0.983186725090326
"128";"{client_age=18-60,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.387096774193548;1;1
"129";"{rbfinance_name=ОМС,client_age=18-60} => {rbspeciality_name=Терапевт}";0.387096774193548;0.95397489539749;0.983186725090326
"130";"{rbeventtypepurpose_name=Дневной стационар,client_age=18-60} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.405772495755518;1;1.00084961767205
"131";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=18-60} => {rbeventtypepurpose_name=Дневной стационар}";0.405772495755518;1;1.00084961767205
"132";"{rbeventtypepurpose_name=Дневной стационар,client_age=18-60} => {rbfinance_name=ОМС}";0.405772495755518;1;1
"133";"{rbfinance_name=ОМС,client_age=18-60} => {rbeventtypepurpose_name=Дневной стационар}";0.405772495755518;1;1.00084961767205
"134";"{rbmedicalaidkind_name=специализированная медицинская помощь,client_age=18-60} => {rbfinance_name=ОМС}";0.405772495755518;1;1
"135";"{rbfinance_name=ОМС,client_age=18-60} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.405772495755518;1;1.00084961767205
"136";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_age=60-100} => {execperson_name=Врач-терапевт}";0.271646859083192;0.975609756097561;1.00636452949468
"137";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_age=60-100} => {rbspeciality_name=Терапевт}";0.271646859083192;0.975609756097561;1.00548407058874
"138";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_age=60-100} => {rbeventtypepurpose_name=Дневной стационар}";0.278438030560272;1;1.00084961767205
"139";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_age=60-100} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.278438030560272;1;1.00084961767205
"140";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_age=60-100} => {rbfinance_name=ОМС}";0.278438030560272;1;1
"141";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_sex=Female} => {execperson_name=Врач-терапевт}";0.269949066213922;0.935294117647059;0.964777995261152
"142";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_sex=Female} => {rbspeciality_name=Терапевт}";0.269949066213922;0.935294117647059;0.963933920024703
"143";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_sex=Female} => {rbeventtypepurpose_name=Дневной стационар}";0.288624787775891;1;1.00084961767205
"144";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_sex=Female} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.288624787775891;1;1.00084961767205
"145";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,client_sex=Female} => {rbfinance_name=ОМС}";0.288624787775891;1;1
"146";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.384550084889643;0.957716701902748;0.987907421052047
"147";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.384550084889643;0.848314606741573;1.01970878238936
"148";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbspeciality_name=Терапевт}";0.384550084889643;0.957716701902748;0.987043110097496
"149";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbspeciality_name=Терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.384550084889643;0.848314606741573;1.01970878238936
"150";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbeventtypepurpose_name=Дневной стационар}";0.401528013582343;1;1.00084961767205
"151";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.401528013582343;0.843137254901961;1.01348539415766
"152";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.401528013582343;1;1.00084961767205
"153";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.401528013582343;0.843137254901961;1.01348539415766
"154";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {rbfinance_name=ОМС}";0.401528013582343;1;1
"155";"{rbfinance_name=ОМС,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.401528013582343;0.843137254901961;1.01348539415766
"156";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,execperson_name=Врач-терапевт} => {rbspeciality_name=Терапевт}";0.453310696095076;1;1.03062117235346
"157";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbspeciality_name=Терапевт} => {execperson_name=Врач-терапевт}";0.453310696095076;1;1.03152364273205
"158";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,execperson_name=Врач-терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.453310696095076;1;1.00084961767205
"159";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {execperson_name=Врач-терапевт}";0.453310696095076;0.951871657754011;0.981878119819811
"160";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,execperson_name=Врач-терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.453310696095076;1;1.00084961767205
"161";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {execperson_name=Врач-терапевт}";0.453310696095076;0.951871657754011;0.981878119819811
"162";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,execperson_name=Врач-терапевт} => {rbfinance_name=ОМС}";0.453310696095076;1;1
"163";"{rbfinance_name=ОМС,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {execperson_name=Врач-терапевт}";0.453310696095076;0.951871657754011;0.981878119819811
"164";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbspeciality_name=Терапевт} => {rbeventtypepurpose_name=Дневной стационар}";0.453310696095076;1;1.00084961767205
"165";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbspeciality_name=Терапевт}";0.453310696095076;0.951871657754011;0.981019083844466
"166";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbspeciality_name=Терапевт} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.453310696095076;1;1.00084961767205
"167";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbspeciality_name=Терапевт}";0.453310696095076;0.951871657754011;0.981019083844466
"168";"{rbmedicalaidtype_name=Стационар дневного пребывания взрослый,rbspeciality_name=Терапевт} => {rbfinance_name=ОМС}";0.453310696095076;1;1
"169";"{rbfinance_name=ОМС,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbspeciality_name=Терапевт}";0.453310696095076;0.951871657754011;0.981019083844466
"170";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.476230899830221;1;1.00084961767205
"171";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbeventtypepurpose_name=Дневной стационар}";0.476230899830221;1;1.00084961767205
"172";"{rbeventtypepurpose_name=Дневной стационар,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbfinance_name=ОМС}";0.476230899830221;1;1
"173";"{rbfinance_name=ОМС,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbeventtypepurpose_name=Дневной стационар}";0.476230899830221;1;1.00084961767205
"174";"{rbmedicalaidkind_name=специализированная медицинская помощь,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbfinance_name=ОМС}";0.476230899830221;1;1
"175";"{rbfinance_name=ОМС,rbmedicalaidtype_name=Стационар дневного пребывания взрослый} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.476230899830221;1;1.00084961767205
"176";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_age=60-100} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.258913412563667;0.833333333333333;1.00170068027211
"177";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_age=60-100} => {execperson_name=Врач-терапевт}";0.310696095076401;1;1.03152364273205
"178";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_age=60-100} => {rbspeciality_name=Терапевт}";0.310696095076401;1;1.03062117235346
"179";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_age=60-100} => {rbeventtypepurpose_name=Дневной стационар}";0.310696095076401;1;1.00084961767205
"180";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_age=60-100} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.310696095076401;1;1.00084961767205
"181";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_age=60-100} => {rbfinance_name=ОМС}";0.310696095076401;1;1
"182";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_sex=Female} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.293718166383701;0.841849148418491;1.01193703758876
"183";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_sex=Female} => {execperson_name=Врач-терапевт}";0.348896434634975;1;1.03152364273205
"184";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_sex=Female} => {rbspeciality_name=Терапевт}";0.348896434634975;1;1.03062117235346
"185";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_sex=Female} => {rbeventtypepurpose_name=Дневной стационар}";0.348896434634975;1;1.00084961767205
"186";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_sex=Female} => {rbmedicalaidkind_name=специализированная медицинская помощь}";0.348896434634975;1;1.00084961767205
"187";"{rbmedicalaidtype_name=Дневной стационар взрослый,client_sex=Female} => {rbfinance_name=ОМС}";0.348896434634975;1;1
"188";"{rbmedicalaidtype_name=Дневной стационар взрослый,rbdocumenttype_name=ПАСПОРТ РОССИИ} => {execperson_name=Врач-терапевт}";0.426146010186757;1;1.03152364273205
"189";"{rbmedicalaidtype_name=Дневной стационар взрослый,execperson_name=Врач-терапевт} => {rbdocumenttype_name=ПАСПОРТ РОССИИ}";0.426146010186757;0.825657894736842;0.992474489795918
